ADE_inaccurate, uncertainty_inaccurate
2.0242183208465576,0.77813613
3.4578897953033447,0.71403396
3.4829235076904297,0.8410972
2.320788860321045,0.96071595
3.29093074798584,0.99915016
2.3480803966522217,0.46206772
3.6622681617736816,0.6411941
5.06864595413208,0.729677
3.1950767040252686,1.3151547
2.383389711380005,0.5791441
2.359536647796631,0.70607656
2.8447792530059814,0.5645904
2.7064590454101562,0.8834799
3.454847812652588,0.48922375
6.735404014587402,0.37558565
2.95322322845459,0.7810509
4.8170247077941895,1.1811289
2.1210994720458984,0.9950439
3.534503221511841,0.55701
2.2365596294403076,0.59598655
3.5330810546875,1.052873
2.9540634155273438,0.7282746
3.0605554580688477,0.88641244
2.3334739208221436,0.80954826
3.2709929943084717,1.0812497
2.230508804321289,0.55010927
4.447779655456543,0.7242162
2.1522514820098877,0.7614373
2.860718011856079,0.9269768
4.993574142456055,0.51334363
2.5166356563568115,1.0934426
7.500199794769287,0.9622791
5.2519636154174805,0.6184393
2.3306355476379395,0.6674426
3.273622989654541,0.9575106
6.804074287414551,2.0615716
3.201810598373413,0.5488145
3.6156187057495117,0.669998
6.7314677238464355,0.60650206
3.8310744762420654,0.5164381
2.241755485534668,0.70767057
2.3368918895721436,0.95913726
2.3178536891937256,0.91202044
2.1317648887634277,0.94285125
2.022372245788574,0.6537453
3.227475166320801,0.83581924
2.402454137802124,0.8451304
2.0921356678009033,0.60041845
5.496426582336426,0.6130827
3.671337842941284,0.44493744
2.504032850265503,0.49872503
3.5558347702026367,0.7288083
4.878396987915039,0.8903624
3.8111395835876465,0.83116305
2.388594150543213,0.82995284
2.164963722229004,0.7362959
3.705165147781372,0.6182253
2.653372287750244,0.92193496
2.290292978286743,0.8379557
3.0739476680755615,0.8747643
2.4890120029449463,0.525654
2.133408308029175,0.51465374
3.4214487075805664,0.7662654
3.495166063308716,0.63176066
5.856794357299805,1.0250335
4.053696155548096,0.9689671
2.2555160522460938,0.43778652
2.0677876472473145,0.4375795
2.364393711090088,1.120922
4.27065372467041,0.62713313
4.7989678382873535,1.3045622
3.654369831085205,0.59090024
2.2587146759033203,0.63620776
2.4570703506469727,0.8622812
4.441503524780273,2.3058834
4.570779323577881,2.0091088
2.415789842605591,2.9193254
3.279522657394409,0.67764336
2.4321372509002686,0.7155503
5.121518611907959,0.94707704
2.767193555831909,1.1225195
2.037501335144043,0.641391
4.295587062835693,1.1452848
2.6854662895202637,0.6114684
2.1961798667907715,0.34782228
2.6760759353637695,0.8547266
2.56459379196167,0.61191344
4.8330278396606445,0.62257975
2.579446315765381,0.55567604
4.100749969482422,0.86111605
2.759596347808838,1.501653
3.5580227375030518,0.59763044
2.195143699645996,0.80165565
2.3810079097747803,0.6618751
3.454324960708618,1.1244519
2.4253673553466797,1.2041007
2.993929147720337,1.291294
2.5267646312713623,0.5667044
5.563172817230225,0.34678525
2.223043441772461,0.9598922
2.328446388244629,0.63712317
3.974067449569702,1.2197766
2.0104024410247803,0.6124355
3.4067654609680176,0.5139637
5.265346050262451,0.7827682
3.32657527923584,0.47579342
2.4910826683044434,0.8894093
6.366262912750244,1.100341
4.1585187911987305,1.770703
3.386975049972534,0.34307754
3.1557843685150146,0.68011457
3.5605788230895996,1.0257506
2.7253453731536865,0.50049525
4.258145332336426,0.40356797
2.0339856147766113,0.9510193
2.22268009185791,0.5929497
2.0510268211364746,0.80976605
2.3438498973846436,0.67524964
2.9132251739501953,0.46098584
2.19258189201355,0.45607853
2.326475143432617,0.5970605
2.8552732467651367,0.7966366
2.7502129077911377,1.4199127
5.021505355834961,0.4130101
2.4215610027313232,1.0831496
6.783759117126465,2.1722841
4.2583208084106445,0.53608143
3.869492769241333,0.70641327
3.872959613800049,0.5449308
4.489989280700684,0.468286
4.70865535736084,0.72222906
2.234678268432617,1.2296587
3.6558501720428467,0.7479896
6.078471660614014,0.57775104
2.0002431869506836,0.95618623
3.742673635482788,1.279775
3.749784231185913,0.6436301
2.40726900100708,0.92235184
3.812107801437378,0.99143606
2.2475008964538574,0.6549292
4.633289813995361,1.1679019
2.884328603744507,0.58962584
2.166613817214966,0.6979786
2.179309844970703,0.7716196
3.1110727787017822,0.5100733
2.473498582839966,0.89328885
2.1377146244049072,1.0399213
2.1309614181518555,0.35395578
2.3208606243133545,0.8037867
6.015282154083252,0.74525
3.515590190887451,0.87319666
2.6154732704162598,0.6790052
6.119284629821777,1.0459008
6.075441837310791,10.318673
4.273380279541016,0.67614347
3.513167381286621,0.5634274
2.1488587856292725,0.62529624
5.381101131439209,0.66937155
6.368458271026611,0.41142055
3.3576598167419434,0.80174935
2.6606781482696533,0.70118874
2.5292739868164062,0.7572
2.957875967025757,0.8057813
2.58494234085083,1.8211339
3.733391046524048,0.71145827
2.7850308418273926,0.57105416
3.7783901691436768,0.6047552
2.4699764251708984,0.49384385
3.1084485054016113,0.50623876
2.90647554397583,0.4861385
4.041255950927734,0.64008445
4.882005214691162,0.8967748
3.3664467334747314,1.3350924
2.779362678527832,0.53927994
3.1334023475646973,1.049144
2.1453428268432617,1.0612252
3.811722755432129,1.0539324
3.287313222885132,0.7898676
5.0137858390808105,0.7087147
2.20927095413208,1.0575873
2.211061954498291,1.153092
3.7188775539398193,0.34746787
3.3069610595703125,0.6090527
4.487107276916504,0.7671124
2.4182801246643066,1.1165338
2.7601044178009033,0.78473175
9.608798027038574,0.912457
3.0648560523986816,0.60310346
3.180765151977539,1.0427983
2.3886165618896484,0.7969946
2.6984002590179443,0.5450267
2.8930089473724365,0.8651063
2.3667469024658203,1.2058355
2.790188789367676,1.1699185
6.152617931365967,0.6733829
2.300276517868042,0.5692223
2.8952372074127197,0.8650998
3.086623430252075,0.6558209
2.015413761138916,0.91159266
2.735116958618164,0.69699264
2.30365252494812,0.58922106
3.564518690109253,0.39446494
3.234288215637207,0.69750124
4.817132472991943,1.4652376
5.813598155975342,0.7291076
2.4746694564819336,0.6830777
3.22052001953125,0.59071016
3.2266135215759277,1.536808
2.9310197830200195,0.77234566
4.855909824371338,0.63184315
2.419741630554199,0.5584611
2.8615288734436035,1.1867775
2.2873778343200684,0.8425219
2.0879201889038086,0.53469515
2.582284450531006,0.7047691
3.7571160793304443,0.5742849
3.5163443088531494,0.7962453
2.770559787750244,0.7333382
3.0986340045928955,0.7453163
2.3916895389556885,0.9162939
3.7790699005126953,0.46670115
2.0106749534606934,0.59692335
2.883854627609253,0.7783175
2.9211974143981934,0.9169876
2.0244574546813965,0.50488794
2.9982237815856934,0.6581232
4.01847505569458,0.8780235
3.545182704925537,0.75899047
3.3074982166290283,0.77070695
2.1247899532318115,0.6232196
6.5281805992126465,0.58536536
3.9125969409942627,1.1746769
2.6764960289001465,2.042546
2.2165863513946533,0.9560327
2.86997652053833,0.6592633
2.603411912918091,0.8149197
2.8419687747955322,0.6367829
2.1634175777435303,0.5908663
3.4963719844818115,1.0682636
2.805521249771118,0.5270013
2.111152410507202,0.64761305
3.3618078231811523,0.6306038
2.24924635887146,0.9061314
3.298196315765381,0.76463175
2.0929393768310547,0.73849535
2.820255994796753,1.0259078
2.286362886428833,0.7480183
3.986071825027466,0.8913054
2.346384048461914,0.8227246
4.828856945037842,0.5143866
2.9830245971679688,0.5597774
2.33537220954895,0.62194157
3.1243174076080322,0.9731178
4.293398857116699,0.4336189
2.958449125289917,0.66247904
2.378668785095215,0.8847887
2.0132362842559814,2.577336
2.235788106918335,0.6968127
2.763547420501709,0.47742772
2.211618661880493,1.6386951
2.396191120147705,0.7242732
2.7044260501861572,0.6079226
3.0513434410095215,0.7278608
2.229576826095581,0.7833348
4.150743007659912,0.77691615
3.8973472118377686,0.8350021
4.572510242462158,0.7574163
3.81162166595459,0.83881307
8.592080116271973,0.6781453
2.562450647354126,0.37182906
2.0998916625976562,1.0689996
3.0785741806030273,0.6602755
2.085817337036133,0.6907014
6.348992824554443,0.61894965
2.7473199367523193,0.9515757
2.219686508178711,0.6343443
3.143949508666992,0.9008087
2.6215579509735107,0.6922638
5.11823844909668,0.6776025
4.263583183288574,0.8413001
2.199795722961426,0.49610904
3.547027826309204,0.5481512
2.930068016052246,0.5548479
3.5049924850463867,2.1819136
2.027153968811035,1.0755863
2.1135060787200928,0.4646601
7.457159519195557,0.5763989
3.973097562789917,0.656054
4.131670951843262,0.5451324
4.835483551025391,0.7423409
3.378425359725952,1.005888
2.729959011077881,0.9804017
3.989125967025757,1.1948793
9.153847694396973,0.8032223
3.4911866188049316,0.6275266
2.9717352390289307,0.58469826
2.9283151626586914,0.50530934
4.064100742340088,0.53325903
3.8412528038024902,0.8410277
2.9524481296539307,0.71833056
2.2608728408813477,1.5882016
2.0072102546691895,0.64710784
2.5824379920959473,0.79683423
3.5222556591033936,0.7639505
3.3157033920288086,0.7199398
2.914152145385742,1.2848442
2.0530595779418945,1.0965174
3.2953243255615234,0.66998124
3.798280954360962,0.67348397
2.6723132133483887,0.53850925
3.426609992980957,0.9488616
3.0383899211883545,0.7906797
2.5054569244384766,0.97640204
2.6274118423461914,0.91944975
3.172719717025757,0.74947286
2.1603622436523438,0.8810081
2.2229597568511963,0.61180854
2.998786211013794,1.2607074
4.344799518585205,0.6607371
2.116061210632324,1.0313945
2.19368052482605,0.63164055
2.566497802734375,0.7315197
2.0602381229400635,0.6884006
3.481551170349121,0.9592462
2.130732536315918,0.6727011
3.4226365089416504,0.35744426
3.1726648807525635,1.0226758
2.2291982173919678,1.0841925
2.1047306060791016,0.93049645
3.175145149230957,0.38926497
2.7850985527038574,0.59917754
4.42295503616333,0.6185241
2.4727180004119873,0.50283575
2.140641689300537,0.70754606
2.4693028926849365,0.6154621
2.239837884902954,0.54584044
3.9048192501068115,0.660083
2.5998430252075195,0.7778412
3.4893486499786377,0.9316407
2.780241012573242,0.8380655
4.237320899963379,0.94473135
3.7511160373687744,0.6437828
2.3863325119018555,0.7321736
2.7812161445617676,0.5256773
2.7418389320373535,1.2397786
2.362349271774292,0.89881605
3.972527265548706,1.6657825
6.579724311828613,1.3192676
6.649240016937256,0.34679058
2.786158561706543,1.4586427
2.57236385345459,1.4528788
2.495920181274414,0.6467152
2.058269739151001,0.6747905
2.1155786514282227,0.6815841
2.169052839279175,0.71759224
3.444664716720581,0.6183553
2.4886372089385986,0.8135812
3.9037070274353027,0.4535336
2.233761787414551,0.71112514
2.8356080055236816,1.6100267
4.923666477203369,1.0564961
3.0167980194091797,0.8833267
2.770051956176758,0.712189
2.1058099269866943,0.9279319
3.199995517730713,1.0592257
2.520458936691284,1.0487927
2.302837610244751,1.8828692
2.3139734268188477,0.58159757
3.116441249847412,0.75196105
2.410280704498291,0.55521023
2.1684529781341553,0.3721048
5.172611236572266,0.48381013
2.14731764793396,0.69429564
2.223437786102295,0.7144096
2.374211311340332,0.7036365
2.322739601135254,0.93568265
3.170189142227173,0.64946306
2.197296380996704,0.7745953
5.350108623504639,0.74609894
2.750453233718872,0.5284338
6.144598007202148,1.0639586
2.5062365531921387,1.3933443
2.210015058517456,0.84075975
3.0790982246398926,0.4722531
2.0185132026672363,0.8411527
3.4737319946289062,0.4542676
2.73905086517334,0.87344736
3.3705637454986572,0.74953294
2.1600122451782227,0.6057846
2.7034804821014404,0.59308386
2.8602304458618164,1.5391191
5.572901725769043,1.0188512
2.9408533573150635,0.9094791
4.006088733673096,0.5550119
2.4810352325439453,0.56129247
3.8171322345733643,0.6301202
3.4071097373962402,0.8430204
4.56543493270874,0.6178513
3.0715713500976562,0.99708533
3.390122890472412,0.32785347
3.9305505752563477,0.80681795
2.4821126461029053,0.6509533
3.1018457412719727,0.89490527
6.686061859130859,0.63959527
2.580301284790039,0.81311166
5.559998989105225,0.6285188
2.571352243423462,0.6680931
2.4777581691741943,1.2411642
3.0916924476623535,0.8309862
2.6983389854431152,0.741394
2.1815245151519775,0.437376
2.060605049133301,0.73000336
2.452479124069214,0.71759546
2.0891387462615967,0.79654306
4.762878894805908,0.7665428
2.5764408111572266,1.5527029
3.152583122253418,1.0779523
2.930419921875,0.8772032
2.4164392948150635,0.4360653
3.351466178894043,1.0074086
3.401562452316284,0.64658296
3.500465154647827,0.6069852
4.15688419342041,0.912722
2.0986719131469727,0.5616018
4.252447605133057,1.5361853
2.6785035133361816,1.0288795
2.2884891033172607,0.6280284
5.855703830718994,0.77620107
2.9136505126953125,1.0255731
3.046947717666626,0.812469
2.449662685394287,0.5845564
2.019721508026123,0.74143386
3.7459771633148193,1.3931627
2.6850664615631104,0.6525462
