ADE, uncertainty
1.4871070384979248,0.8208466
1.7817174196243286,0.9719405
1.4470009803771973,0.89972305
1.0287028551101685,1.4139512
1.5108965635299683,1.1123943
0.9532135128974915,1.0291333
0.6721397638320923,0.42685932
0.8167920708656311,0.13901192
1.1846718788146973,1.0624759
1.6025924682617188,0.81848276
1.647996425628662,0.39079323
0.2746116518974304,1.3713138
1.6009007692337036,1.2415214
0.9060191512107849,0.6358585
1.5615965127944946,1.1809096
0.5686061978340149,0.74964255
0.26868146657943726,1.473909
0.7091562151908875,1.1264822
0.3526330888271332,2.7721179
1.7987990379333496,0.9030825
0.5474416017532349,0.97309357
1.409416675567627,1.2183127
1.419283390045166,0.94277686
0.8008013963699341,1.0654787
1.0405014753341675,1.053549
1.9996519088745117,0.41476962
1.1930903196334839,0.65363115
0.4929061233997345,1.2079048
0.6303781867027283,0.2599069
1.2147711515426636,0.442916
1.953610897064209,0.93692726
1.7892119884490967,1.5178627
1.0428431034088135,0.31998467
1.3168796300888062,0.9827717
1.7631444931030273,1.1351608
1.6250020265579224,0.6392996
1.4425350427627563,0.25773352
0.9350327253341675,1.1213527
1.28447687625885,0.8250332
1.7527438402175903,0.8423852
0.9595426321029663,0.8965481
1.0361779928207397,1.4638921
0.6775760650634766,0.2349024
1.5236150026321411,1.1163919
1.7818394899368286,0.53614974
1.3051152229309082,0.71546006
1.2372056245803833,1.0221817
1.2295923233032227,0.66212034
1.7000466585159302,1.2322245
0.8419516086578369,1.3223947
1.668178677558899,0.4918262
1.6089779138565063,1.2695785
1.9344756603240967,1.0443656
1.7509793043136597,0.5339038
1.686281681060791,0.76682997
1.7008275985717773,0.37409484
0.7123532295227051,0.7894151
1.5264626741409302,1.7890338
0.9057887196540833,0.83170885
1.8553575277328491,0.97091883
1.4618678092956543,1.5120636
1.9292579889297485,1.4195982
0.35686367750167847,1.0629662
1.9874622821807861,1.0739063
1.9885140657424927,1.2460209
0.5541412234306335,1.7506104
1.184726357460022,0.31408635
0.993909478187561,0.87134665
0.9777585864067078,0.7674023
0.4642888009548187,1.2661442
1.651434302330017,0.7023844
1.0710220336914062,0.4584291
0.4819944500923157,1.4561621
1.6955031156539917,0.88894373
1.58317232131958,1.2410929
1.5756981372833252,0.74974424
1.1390172243118286,1.1635379
0.7045838832855225,1.1064739
1.3624004125595093,0.4553038
1.6979793310165405,1.5079695
1.2433607578277588,0.90169656
0.7564552426338196,1.0695208
1.061744213104248,0.22884637
0.7456909418106079,1.6602863
1.8982549905776978,0.4502806
1.8130788803100586,0.5217867
1.1728798151016235,0.746242
1.248030424118042,0.39150515
0.45655369758605957,0.30929637
1.2561858892440796,0.7178627
0.8076441287994385,1.1773918
1.1077184677124023,1.1548787
0.8827146887779236,0.7149076
1.7693724632263184,0.8239108
1.1846446990966797,1.1386398
1.195676326751709,1.1972004
0.7456207275390625,0.3962469
1.3270671367645264,1.2496177
1.177127480506897,0.43986732
1.6766419410705566,1.0935898
0.7024880051612854,0.6610614
1.8187532424926758,0.36049548
1.2126463651657104,1.1811395
1.5840927362442017,0.68279976
1.194515347480774,0.5334308
1.5823884010314941,0.94922525
1.5289599895477295,1.2103133
1.4642534255981445,1.2445254
1.9698618650436401,1.0840894
0.840118408203125,1.0016505
1.1185492277145386,1.511839
0.6925609111785889,1.1253123
1.58937668800354,1.5403231
1.9394100904464722,1.4107132
1.6413087844848633,0.51303405
1.7717182636260986,1.2460161
1.8028788566589355,1.306462
1.3874030113220215,1.3114979
0.3250541687011719,1.2465955
1.5561959743499756,2.0390387
0.8379318118095398,0.9795665
0.6181936264038086,1.2861719
1.2742717266082764,1.1789693
1.4486215114593506,0.3526679
1.196546196937561,0.3555049
1.4530580043792725,0.9091308
1.3427836894989014,1.2346325
1.229156494140625,0.798879
1.192177176475525,1.2301569
1.580153465270996,1.116618
0.8142450451850891,0.55850136
1.3176205158233643,0.3817457
1.2826350927352905,0.6905698
1.8204823732376099,1.1012968
1.5289133787155151,0.519688
0.7567362785339355,1.0660415
0.530226469039917,1.0373724
1.0512720346450806,0.84204954
1.8303049802780151,1.4598927
1.8337608575820923,1.1422656
1.827865481376648,0.6561069
1.2003448009490967,1.376546
1.4799808263778687,1.6113789
1.6000932455062866,0.6554706
1.632901668548584,0.7724234
1.1986618041992188,0.2713584
1.3098783493041992,0.26166198
1.8952853679656982,0.35298988
1.391653299331665,0.43869713
1.047437310218811,0.34457195
0.9806036949157715,0.6759146
0.8235837817192078,0.8806201
0.990515947341919,1.2592975
1.2469184398651123,0.5152903
1.427177906036377,0.59850526
1.7091180086135864,0.8030763
0.9389628767967224,1.0585382
0.9549066424369812,1.8731177
0.6395726203918457,1.2039677
1.7771427631378174,0.73833656
1.3121775388717651,0.7513927
0.5838791131973267,0.9855142
0.675853431224823,0.6290653
0.9595140814781189,0.32917103
1.2195607423782349,0.8932925
1.8800827264785767,1.2506543
0.8620831370353699,1.3262448
0.5644660592079163,0.33947152
0.48861467838287354,1.147094
1.5859016180038452,0.8523538
1.4880305528640747,0.8393437
1.6212000846862793,0.83872676
1.3500882387161255,1.6268594
1.255042314529419,1.4565784
1.4054551124572754,1.0303882
0.6854426860809326,1.2829715
1.935063123703003,1.50882
1.76124906539917,1.3845187
1.3120132684707642,1.1294258
1.2575403451919556,1.3529361
0.9392043352127075,0.821431
0.773181676864624,0.8161969
1.7767082452774048,1.0010321
1.4790037870407104,0.7319058
0.8374218940734863,0.90725917
0.5817494988441467,1.225182
0.5317149758338928,1.2174995
0.5211770534515381,0.93922067
1.370994210243225,0.63862187
1.8469336032867432,0.7510213
1.0575793981552124,1.7956009
1.8652926683425903,1.888535
1.532881498336792,1.0869877
0.6801433563232422,1.04924
1.2411288022994995,1.0383704
0.48833584785461426,1.2383426
1.0136795043945312,1.603283
1.1357448101043701,1.1269138
1.6035141944885254,1.513186
0.9512953162193298,0.32343003
1.1684489250183105,1.127233
0.7025165557861328,1.1537619
1.6932371854782104,1.3778888
1.4060496091842651,0.45925838
0.9057821035385132,0.3851805
0.8645256161689758,0.6544268
1.365567922592163,1.2743622
1.6809585094451904,0.93790656
0.8306260704994202,1.047319
1.0245482921600342,1.0973967
1.3189393281936646,1.1269423
1.4540603160858154,0.80694115
1.8009235858917236,0.3274151
0.5478157997131348,0.7485229
0.7010343670845032,1.3903443
1.0205435752868652,0.466439
1.91217839717865,0.31826764
0.8900938630104065,0.99281126
1.8660950660705566,1.005032
0.4971056282520294,0.86980665
1.7094758749008179,0.9668895
1.2022720575332642,0.46046165
1.3131310939788818,0.37646294
1.7674877643585205,0.8437802
1.6457245349884033,0.48449135
1.1792060136795044,1.0446129
1.9733372926712036,0.7022373
1.7443057298660278,0.9208151
1.8061425685882568,0.6386218
1.4792366027832031,1.1896508
1.2775119543075562,1.0534958
