ade_cnn, fraction
1.0,1
0.8586607162085845,2
0.8498410906773767,3
0.8940130347654074,4
0.8877558623464005,5
0.8817278272205017,6
0.9152174257038497,7
0.9321897275900487,8
0.9217966286293042,9
0.923452732998834,10
0.9213049523625936,11
0.9334194663610806,12
0.9321981389425593,13
0.9251524735664717,14
0.9307474370378231,15
0.9228602007285884,16
0.9362749055591709,17
0.9410891920249376,18
0.9363386472304767,19
0.9355870124029707,20
0.9336200284591676,21
0.9320345303331765,22
0.9301508366177413,23
0.9333526895189221,24
0.9262743888720426,25
0.9328929737596022,26
0.9287016955584512,27
0.9303551677572219,28
0.9301683932451401,29
0.9302920370602497,30
0.9266982964695563,31
0.9303444297807645,32
0.9292311633994846,33
0.9281882458545081,34
0.9287389241479593,35
0.9305527163001438,36
0.9291519758812138,37
0.9248940959617784,38
0.9276979782351826,39
0.9246871027511652,40
0.923195596804153,41
0.9211200413888532,42
0.923506651939861,43
0.9235929839110605,44
0.9273512535513441,45
0.928459000317322,46
0.9279403699086347,47
0.9284237467738271,48
0.9255356022656721,49
0.9246636066398339,50
0.9219024060624845,51
0.9232091361383753,52
0.9207302382457255,53
0.92179640579353,54
0.921033265244853,55
0.9204415064462005,56
0.9197330957025059,57
0.9197815379064997,58
0.9180695826444943,59
0.9178822793240398,60
0.9165412594099096,61
0.9162803594461674,62
0.9161222254495499,63
0.9188914209049515,64
0.9196593714512759,65
0.9190354150252819,66
0.917773973920667,67
0.9172711771196033,68
0.917176805796122,69
0.9175796591155915,70
0.9184612075209807,71
0.917827366805642,72
0.9171993764701841,73
0.9185023730912769,74
0.9182021799324346,75
0.9186210876299568,76
0.9182266402849667,77
0.915813954036766,78
0.9162983266021512,79
0.9154771012417777,80
0.9150376001791022,81
0.9147732096266148,82
0.9138899707877832,83
0.9110324362101522,84
0.9117287042090226,85
0.9110153492849546,86
0.9100656778190874,87
0.9103167771373982,88
0.9087258263161503,89
0.90938785333457,90
0.9083394559560982,91
0.9075738890827857,92
0.9075137849400505,93
0.9074126090020954,94
0.907285275646249,95
0.9066446422978305,96
0.9051968734470754,97
0.9043267059431885,98
0.9031498475411963,99
