ade_cnn, fraction
2.0058044128947787,1
2.0763872779077954,2
2.090036647187339,3
2.1080962212549315,4
2.0267553514904444,5
1.9700663379496999,6
1.9684459342369958,7
1.948080560606387,8
1.9760669582051995,9
1.945573327773147,10
1.9183902008966967,11
1.9560401274098291,12
1.9659225382866004,13
1.981277612703187,14
1.98882385580628,15
2.0156135043750205,16
2.027140084824531,17
2.026321462183087,18
2.0462051617820363,19
2.0540785203377405,20
2.0654222307697174,21
2.0640753384190376,22
2.0979628479423154,23
2.1322946151097617,24
2.1614325136608548,25
2.196822001129134,26
2.201950450370341,27
2.202608053409864,28
2.194234636665761,29
2.20096647353084,30
2.190940395371461,31
2.1859539481293826,32
2.2024197075704133,33
2.213398383820758,34
2.219811821929992,35
2.233683465623561,36
2.231130670252684,37
2.2348491739677754,38
2.224981524729491,39
2.2295959212506813,40
2.2414571232992784,41
2.2547377271469307,42
2.2556324644298207,43
2.2641267839330013,44
2.2545789261658986,45
2.2492134869098663,46
2.250112493198814,47
2.2697436325252056,48
2.2857174988236286,49
2.2835869937472872,50
2.29280401860447,51
2.299746572207182,52
2.300247175950924,53
2.303175294779456,54
2.3043035475593623,55
2.302451715168972,56
2.304879050563883,57
2.316825196432428,58
2.311113238531093,59
2.3180078050328627,60
2.3335475348112578,61
2.3402680763474075,62
2.3358736996665415,63
2.3393380497323557,64
2.3452581005982864,65
2.3589643884186793,66
2.3561580660281884,67
2.3694856201170706,68
2.368259843252899,69
2.3667775118398287,70
2.362004163469507,71
2.368155081216016,72
2.373281799767115,73
2.3735502875960983,74
2.3746633500523036,75
2.368839766154861,76
2.3678538101103053,77
2.3764522375586705,78
2.3736408103660858,79
2.3754139298987056,80
2.3726366044358134,81
2.3786162962193087,82
2.3736866036332755,83
2.37852257115658,84
2.38185343808598,85
2.385900435252091,86
2.3860650460686568,87
2.387446261377949,88
2.389547638827644,89
2.388630015660583,90
2.3868812225913683,91
2.3862328056138065,92
2.388904012063142,93
2.3956195408870284,94
2.398403155847251,95
2.4020677575479366,96
2.411754184495338,97
2.418013668139708,98
2.423138296990483,99
2.4335048680090243,100
