ADE_inaccurate, uncertainty_inaccurate
2.1421146392822266,1.0698951
4.377793312072754,0.99766463
4.526144027709961,1.4484369
3.0353991985321045,0.89180356
2.3277623653411865,1.2187319
2.827376127243042,0.44547385
4.843508243560791,1.043158
4.822291374206543,1.2218567
2.346871852874756,0.71352404
2.944385290145874,1.1005831
6.288460731506348,0.98383415
2.7138195037841797,1.4480175
6.835197925567627,1.0381955
2.2623953819274902,1.3925471
2.6545932292938232,0.91776067
2.8800048828125,1.7815404
2.524850845336914,0.94091123
3.240459680557251,0.45807132
5.7478413581848145,0.43031657
2.4975595474243164,0.8008768
6.092523097991943,0.92718905
2.11295485496521,0.30040008
2.225231647491455,0.9582098
3.4509270191192627,1.0520933
6.167934417724609,0.9489994
2.3288064002990723,1.2165719
2.2686922550201416,0.98812836
4.400454521179199,1.6659513
5.2163872718811035,1.1669382
2.7491226196289062,0.7196306
4.181913375854492,0.6788602
3.859696626663208,0.88515985
4.451059818267822,0.7082844
3.356900215148926,0.34737152
2.523966073989868,0.46232235
6.09505558013916,0.81703836
2.5372931957244873,0.8142889
2.938948631286621,0.88033223
2.985799551010132,0.21805316
4.080700874328613,1.3720315
2.680692672729492,1.0066518
3.1440796852111816,2.1197543
2.8061578273773193,1.0396628
8.382798194885254,0.9907491
2.883254289627075,0.4894936
3.0056307315826416,1.0509026
3.4921445846557617,0.83519334
8.184123992919922,0.9663227
2.0896706581115723,0.9007542
2.6536340713500977,0.9563519
2.970271587371826,0.5605771
5.755767822265625,1.0649556
2.065103054046631,1.140011
2.4964144229888916,1.0916427
2.777695655822754,1.421203
2.7067599296569824,0.39382675
4.387232303619385,0.8905237
2.008373975753784,0.9225233
2.4010281562805176,0.7343183
2.9475035667419434,1.2570775
2.961085796356201,0.7806683
3.1700806617736816,1.3871609
3.7763941287994385,1.2328362
2.7600574493408203,1.053516
4.959228992462158,0.4736767
2.642439603805542,1.4652491
4.435632705688477,0.92870253
5.541138172149658,1.3313785
3.5323007106781006,0.8780482
2.484480381011963,1.0703158
2.4359970092773438,1.0782279
2.129722833633423,0.9103508
2.36503267288208,0.3719033
3.793006181716919,0.94729877
3.542407512664795,0.8351028
2.0050199031829834,0.7158851
2.136021852493286,2.0212252
2.2203285694122314,0.54175556
3.0045909881591797,0.7858159
2.7325589656829834,0.96393114
2.9996018409729004,0.65323913
4.088219165802002,1.1721336
5.426701545715332,1.2581246
3.146733283996582,0.90400696
4.609331130981445,1.4210806
3.5777511596679688,1.1732845
2.473700523376465,1.141793
3.046236038208008,1.05394
2.5731143951416016,1.0001833
2.882571220397949,1.7522523
2.4725708961486816,1.1384869
6.107121467590332,1.3448237
2.3723719120025635,0.9476765
2.913062334060669,0.7999155
2.2722785472869873,1.1118789
2.2928483486175537,0.61594385
3.900348424911499,0.6684189
3.909619092941284,1.1764394
2.908592462539673,1.4461249
3.8313982486724854,0.9462656
2.1241235733032227,0.78861326
2.621183395385742,1.3944206
2.0899195671081543,0.7523128
5.579531669616699,1.8058285
2.5575389862060547,0.35107616
2.9105024337768555,0.89108956
14.736235618591309,2.9948473
3.006992816925049,0.87265635
2.8636322021484375,0.9306445
4.317021369934082,1.1107652
3.429758310317993,1.4320041
3.6088452339172363,0.8133488
4.781871318817139,1.0501138
2.7000014781951904,0.6704422
2.030339002609253,0.6865437
3.6922671794891357,2.10712
2.85664439201355,1.117266
2.3836889266967773,1.0386419
3.8717041015625,1.0426251
3.002000331878662,0.34656158
6.093405246734619,1.7964349
4.605043411254883,1.341962
2.193298816680908,0.3514979
3.8929009437561035,1.0577923
