ADE, uncertainty
0.631386935710907,0.582721
1.1191585063934326,0.9399102
1.2801196575164795,0.6831012
1.4528297185897827,0.7155844
1.546895146369934,0.58320886
1.2399606704711914,1.0335917
1.2459940910339355,1.5858853
1.1779030561447144,0.88906074
0.7032064199447632,0.56360584
1.0671356916427612,0.41517472
1.3199790716171265,0.6549942
1.2594237327575684,0.50049525
1.3581923246383667,0.9373668
0.7522934079170227,0.8497191
0.8559764623641968,0.42878243
1.160508632659912,0.8897426
1.5817821025848389,0.38832936
0.54960036277771,0.8465717
1.7929677963256836,0.44697997
1.0426284074783325,0.52663434
0.5452756285667419,0.5330387
0.8856672644615173,0.6798699
0.748863160610199,1.20731
0.9616367220878601,0.8775518
1.5671772956848145,0.58842975
1.080342173576355,0.66614103
0.5405468344688416,0.622551
0.5304633378982544,0.9294007
1.0441685914993286,0.560549
1.4712498188018799,0.40956458
0.596977174282074,0.5017452
1.577034592628479,0.79130477
1.3615105152130127,0.5597281
0.9252576231956482,0.84817433
1.2917397022247314,1.4014337
1.1136603355407715,0.7075775
1.999984622001648,0.5321719
0.858156681060791,0.8817958
0.39481598138809204,0.6135929
0.6429525017738342,0.9608217
1.70723557472229,0.77173454
0.7567776441574097,0.8130375
0.927768349647522,1.1605582
0.7014968395233154,0.52265245
0.7443657517433167,0.6808409
0.7854548096656799,0.58699954
1.3708468675613403,0.9059596
1.5119677782058716,0.40965772
1.1225063800811768,0.4388514
1.9445929527282715,1.0377488
0.9303798079490662,0.8735313
1.221985101699829,0.69029886
1.1537526845932007,0.5834811
1.6210122108459473,0.789545
1.0025889873504639,0.82759064
1.989809274673462,0.7960039
0.7025832533836365,0.75859106
1.071730613708496,0.95895547
1.2743793725967407,1.8015594
1.8707090616226196,0.7258034
1.921104073524475,0.7835251
0.8790348172187805,0.6335682
1.5902668237686157,0.71455866
0.3989289402961731,0.84871364
1.0965712070465088,0.732478
1.5243589878082275,1.6916711
1.807878851890564,0.8230817
1.0652531385421753,0.6110085
0.7195588946342468,0.6293039
1.6128730773925781,0.6056958
1.237583041191101,0.6755289
1.9168739318847656,0.9089788
1.770492434501648,1.0033034
0.7578263282775879,1.125016
0.42205649614334106,0.64479965
1.5447827577590942,0.7755583
1.1929782629013062,1.070711
0.9254249334335327,3.2517715
1.5582636594772339,0.81318015
1.2837978601455688,0.72933614
1.1686242818832397,1.1558297
