ade_cnn, fraction
0.7527575285603025,1
0.7880341909518802,2
0.792309963700083,3
0.8232682158516816,4
0.8078429469564122,5
0.7895691320996886,6
0.7595483183634025,7
0.7538956384985697,8
0.7717119865893304,9
0.7753545470689441,10
0.7913134475662347,11
0.7834302974345626,12
0.7905237240889945,13
0.7960579311769665,14
0.7885214770006705,15
0.7772580123717485,16
0.7841533685849181,17
0.7921377550619243,18
0.7980788872975787,19
0.7937507626877132,20
0.8020251206219695,21
0.8019596979884893,22
0.8124789120221747,23
0.8239129481243015,24
0.828879868924849,25
0.8451060773911944,26
0.8436018042465505,27
0.8502074764525778,28
0.8427308888763082,29
0.842643080697488,30
0.8412112965598528,31
0.8470021545329776,32
0.851485557964432,33
0.8486473416064979,34
0.848638441340011,35
0.853925060330182,36
0.8562877397852439,37
0.8562336392313513,38
0.8620274134318198,39
0.8654659394955454,40
0.8683791588482344,41
0.8695035872062139,42
0.8715790355995553,43
0.8777039324350373,44
0.8757195675090054,45
0.8801435466277846,46
0.8837139963068579,47
0.888230936297316,48
0.8916903762321061,49
0.8964905209739422,50
0.8985847313748974,51
0.9042547412236639,52
0.9040332784540136,53
0.9070007068803146,54
0.9127942157575146,55
0.9127874745598894,56
0.9170744573193936,57
0.9197456573064957,58
0.9245796139119759,59
0.9287322038760425,60
0.9270166355136902,61
0.9259735666891433,62
0.9296545431760037,63
0.9278368767012085,64
0.9291413860634024,65
0.9356774254490123,66
0.9384915196440345,67
0.9413769644590007,68
0.9431871560577999,69
0.9476682696281695,70
0.9480907502971119,71
0.9490789647158325,72
0.9554813293322769,73
0.9594279793629632,74
0.9613175926358319,75
0.9612152810890409,76
0.9618450559294255,77
0.9644484500466368,78
0.9672747699799868,79
0.9680309341462391,80
0.9691903258287025,81
0.971571199239464,82
0.9714945443104226,83
0.9712453248903451,84
0.9703260716394339,85
0.9731597868305457,86
0.9747103569469807,87
0.9769832903830123,88
0.9803052244011352,89
0.9834499030132423,90
0.9835359621837023,91
0.984835551155982,92
0.9858568965686423,93
0.9879117501450757,94
0.9882585297985299,95
0.9898717368558626,96
0.9929358094540882,97
0.9940513785867342,98
1.0,99
